col_1|col_2|col_3|col_4|col_5|col_6|col_7|col_8|col_9|col_10|col_11|col_12|col_13|col_14|col_15|col_16|col_17|col_18|col_19|col_20|col_21|col_22|col_23|col_24
87|32|88|1|1||0|||The Tainted Cruise|0|0|0|0|0||0||0|0|0|0|0|-2001
88|87|89|2|1||0|||The Land of Clamor|0|0|0|0|0||0||0|0|0|0|0|-2002
89|88|90|3|1||0|||The Hall of the Slain|0|0|0|0|0||0||0|0|0|0|0|-2003
90|89|91|4|1||0|||The Deserted Land|0|0|0|0|0||0||0|0|0|0|0|-2004
91|90|92|5|1||0|||The Imprisoned Vicious God|0|0|0|0|0||0||0|0|0|0|0|-2005
92|91|0|6|1||0|||The Other Side of the Tower|0|0|0|0|0||0||0|0|0|0|0|293
102|0|0|8|1||0|||The Royal Court of Aries|8|1|1|40|0||0||0|0|0|0|0|-2008
103|0|0|8|1||0|||The Royal Court of Taurus|8|1|2|40|0||0||0|0|0|0|0|-2008
104|0|0|8|1||0|||The Royal Court of Gemini|8|1|3|40|0||0||0|0|0|0|0|-2008
105|0|0|8|1||0|||The Royal Court of Cancer|8|1|4|40|0||0||0|0|0|0|0|-2008
106|0|0|8|1||0|||The Royal Court of Leo|8|1|5|40|0||0||0|0|0|0|0|-2008
107|0|0|8|1||0|||The Royal Court of Virgo|8|1|6|40|0||0||0|0|0|0|0|-2008
108|0|0|8|1||0|||The Royal Court of Libra|8|2|7|40|0||0||0|0|0|0|0|-2008
109|0|0|8|1||0|||The Royal Court of Scorpio|8|2|8|40|0||0||0|0|0|0|0|-2008
110|0|0|8|1||0|||The Royal Court of Sagittarius|8|2|9|40|0||0||0|0|0|0|0|-2008
111|0|0|8|1||0|||The Royal Court of Capricorn|8|2|10|40|0||0||0|0|0|0|0|-2008
112|0|0|8|1||0|||The Royal Court of Aquarius|8|2|11|40|0||0||0|0|0|0|0|-2008
113|0|0|8|1||0|||The Royal Court of Pisces|8|2|12|40|0||0||0|0|0|0|0|-2008
132|0|0|7|11||0|||Secret in Dust|6|0|0|0|0||0||0|0|0|0|0|0
157|0|162|1|1|92|0|||Palace of Spring Rain|0|0|0|0|0||0||0|0|0|0|0|-2001
158|0|162|2|1|92|0|||Palace of War Fire|0|0|0|0|0||0||0|0|0|0|0|-2002
159|0|162|3|1|92|0|||Palace of Storm|0|0|0|0|0||0||0|0|0|0|0|-2003
160|0|162|4|1|92|0|||Palace of Golden Eagle|0|0|0|0|0||0||0|0|0|0|0|-2004
161|0|162|5|1|92|0|||Palace of the Underworld|0|0|0|0|0||0||0|0|0|0|0|-2005
162|161|495|6|1|157,158,159,160,161|0|||Corridor to Heaven|10|0|0|0|0||0||0|0|0|0|0|450
178|0|0|7|11||0|||Opera Ragnarok|6|0|0|0|0||0||0|0|0|0|0|0
191|0|0|9|1||0|||Gate to the Aperture - Soulstones|7|0|13|30|1||0||0|0|0|0|101|0
192|0|0|9|1||0|||Gate to the Aperture - Beasts|7|0|13|30|1||0||0|0|0|0|302|0
193|0|0|9|1||0|||Gate to the Aperture - Materials|7|0|13|30|1||0||0|0|0|0|301|0
195|0|0|7|11||0|||Pilgrim to Pantheon|6|0|0|0|0||0||0|0|0|0|0|0
203|0|0|7|11||0|||The Stream of Memories|6|0|0|0|0||0||0|0|0|0|0|0
204|0|0|7|11||0|||The Rekindled Dragon Flame|6|0|0|0|0||0||0|0|0|0|0|0
205|0|0|7|11||0|||The Offspring of Motherland|6|0|0|0|0||0||0|0|0|0|0|0
206|0|0|7|11||0|||The Radiant Marshal Seal|4|0|0|0|0||0||0|0|0|0|0|0
207|0|0|7|11||0|||The Prayer of Necromancer|6|0|0|0|0||0||0|0|0|0|0|0
208|0|0|7|11||0|||Record of the Norns|1|0|0|0|0||0||0|0|0|0|0|0
209|0|0|7|11||0|||Prove of the Norns|2|0|0|0|0||0||0|0|0|0|0|0
210|0|0|7|11||0|||Script of the Norns|3|0|0|0|0||0||0|0|0|0|0|0
211|0|0|7|11||0|||The Holy Tree's Eternity|4|0|0|0|0||0||0|0|0|0|0|0
212|0|0|7|11||0|||The Slaughterer's Nurture|5|0|0|0|0||0||0|0|0|0|0|0
213|0|0|7|11||0|||Unresolved Calamity - Water|1|0|0|0|0||0||0|0|0|0|0|0
214|0|0|7|11||0|||Unresolved Calamity - Fire|2|0|0|0|0||0||0|0|0|0|0|0
215|0|0|7|11||0|||Unresolved Calamity - Earth|3|0|0|0|0||0||0|0|0|0|0|0
216|0|0|7|11||0|||Unresolved Calamity - Light|4|0|0|0|0||0||0|0|0|0|0|0
217|0|0|7|11||0|||Unresolved Calamity - Dark|5|0|0|0|0||0||0|0|0|0|0|0
218|0|0|7|11||0|||Road to Freedom - Water|1|0|0|0|0||0||0|0|0|0|0|0
219|0|0|7|11||0|||Road to Freedom - Fire|2|0|0|0|0||0||0|0|0|0|0|0
220|0|0|7|11||0|||Road to Freedom - Earth|3|0|0|0|0||0||0|0|0|0|0|0
221|0|0|7|11||0|||Road to Freedom - Light|4|0|0|0|0||0||0|0|0|0|0|0
222|0|0|7|11||0|||Road to Freedom - Dark|5|0|0|0|0||0||0|0|0|0|0|0
223|0|0|8|1||0|||Courtyard of the Virtuous|11|3|21|40|0||0||0|0|0|0|0|-2011
224|0|0|8|1||0|||Palace of the Perceptor|11|3|22|40|0||0||0|0|0|0|0|-2011
225|0|0|8|1||0|||Temple of the Honorable|11|3|23|40|0||0||0|0|0|0|0|-2011
226|0|0|8|1||0|||Abbey of the Thunderous|11|3|24|40|0||0||0|0|0|0|0|-2011
227|0|0|8|1||0|||Sanctuary of the Eminent|11|3|25|40|0||0||0|0|0|0|0|-2011
230|0|0|7|11||0|||Coronation of Five Emperors|6|0|0|0|0||0||0|0|0|0|0|0
244|0|0|9|1||0|||Gate to the Aperture - Theriomorphous|0|0|13|30|1||0||0|0|0|0|201|0
245|0|0|9|1||0|||Gate of Riddles|0|0|13|30|1||0||0|0|0|0|304|0
249|0|0|7|11||0|||Horn of the Deities - Water|1|0|0|0|0||0||0|0|0|0|0|0
250|0|0|7|11||0|||Horn of the Deities - Fire|2|0|0|0|0||0||0|0|0|0|0|0
251|0|0|7|11||0|||Horn of the Deities - Earth|3|0|0|0|0||0||0|0|0|0|0|0
252|0|0|7|11||0|||Horn of the Deities - Light|4|0|0|0|0||0||0|0|0|0|0|0
253|0|0|7|11||0|||Horn of the Deities - Dark|5|0|0|0|0||0||0|0|0|0|0|0
254|0|0|7|11||0|||Amulet of the Deep Sea|1|0|0|0|0||0||0|0|0|0|0|0
255|0|0|7|11||0|||Claws of Combustion|2|0|0|0|0||0||0|0|0|0|0|0
256|0|0|7|11||0|||Clamor of Gale|3|0|0|0|0||0||0|0|0|0|0|0
257|0|0|7|11||0|||Wings of Vividness|4|0|0|0|0||0||0|0|0|0|0|0
258|0|0|7|11||0|||Fangs of Finale|5|0|0|0|0||0||0|0|0|0|0|0
280|0|0|7|11||0|||Avatar of the Ancient God|7|0|0|0|0||0||0|0|0|0|0|0
288|0|0|7|11|2013-04-14|0|||Sensation of the Immortals|11|0|0|0|0||0||0|0|0|0|0|0
289|0|0|7|11||0|||Unexpected Riots - Water|1|0|0|0|0||0||0|0|0|0|0|0
290|0|0|7|11||0|||Unexpected Riots - Fire|2|0|0|0|0||0||0|0|0|0|0|0
291|0|0|7|11||0|||Unexpected Riots - Earth|3|0|0|0|0||0||0|0|0|0|0|0
292|0|0|7|11||0|||Unexpected Riots - Light|4|0|0|0|0||0||0|0|0|0|0|0
293|0|0|7|11||0|||Unexpected Riots - Dark|5|0|0|0|0||0||0|0|0|0|0|0
294|0|0|7|11||0|||Message of the Dragons - Water|1|0|0|0|0||0||0|0|0|0|0|0
295|0|0|7|11||0|||Message of the Dragons - Fire|2|0|0|0|0||0||0|0|0|0|0|0
296|0|0|7|11||0|||Message of the Dragons - Earth|3|0|0|0|0||0||0|0|0|0|0|0
297|0|0|7|11||0|||Message of the Dragons - Light|4|0|0|0|0||0||0|0|0|0|0|0
298|0|0|7|11||0|||Message of the Dragons - Dark|5|0|0|0|0||0||0|0|0|0|0|0
299|0|0|7|11||0|||Servants of the Gods - Water|1|0|0|0|0||0||0|0|0|0|0|0
300|0|0|7|11||0|||Servants of the Gods - Fire|2|0|0|0|0||0||0|0|0|0|0|0
301|0|0|7|11||0|||Servants of the Gods - Earth|3|0|0|0|0||0||0|0|0|0|0|0
302|0|0|7|11||0|||Servants of the Gods - Light|4|0|0|0|0||0||0|0|0|0|0|0
303|0|0|7|11||0|||Servants of the Gods - Dark|5|0|0|0|0||0||0|0|0|0|0|0
304|0|0|7|11||0|||Guards of Enochian Tower - Water|1|0|0|0|0||0||0|0|0|0|0|0
305|0|0|7|11||0|||Guards of Enochian Tower - Fire|2|0|0|0|0||0||0|0|0|0|0|0
306|0|0|7|11||0|||Guards of Enochian Tower - Earth|3|0|0|0|0||0||0|0|0|0|0|0
307|0|0|7|11||0|||Guards of Enochian Tower - Light|4|0|0|0|0||0||0|0|0|0|0|0
308|0|0|7|11||0|||Guards of Enochian Tower - Dark|5|0|0|0|0||0||0|0|0|0|0|0
332|0|0|7|11||0|||Savior of the Stars - Poppy|8|0|0|0|0||0||0|0|0|0|0|0
333|0|0|7|11||0|||Encounter of the Stars - Armstrong|8|0|0|0|0||0||0|0|0|0|0|0
334|0|0|7|11||0|||Answer of the Stars - Castor & Pollux|8|0|0|0|0||0||0|0|0|0|0|0
335|0|0|7|11||0|||Guidance of the Stars - John|8|0|0|0|0||0||0|0|0|0|0|0
336|0|0|7|11||0|||Bravery of the Stars - Galio|8|0|0|0|0||0||0|0|0|0|0|0
337|0|0|7|11||0|||Legacy of the Stars - Persephone|8|0|0|0|0||0||0|0|0|0|0|0
339|0|0|7|11||0|||Singing from One Heart|8|0|0|0|0||0||0|0|0|0|0|0
353|0|0|7|11||0|||Origin of Tribal Gods|6|0|0|0|0||0||0|0|0|0|0|0
354|0|0|7|11||0|||The Perplexed Strong|5|0|0|0|0||0||0|0|0|0|0|0
355|0|0|7|11||0|||Revenge for the Lost Glory|1|0|0|0|0||0||0|0|0|0|0|0
356|0|0|7|11||0|||Revenge for the Lost Pride|2|0|0|0|0||0||0|0|0|0|0|0
357|0|0|7|11||0|||Revenge for the Lost Lover|3|0|0|0|0||0||0|0|0|0|0|0
358|0|0|7|11||0|||Revenge for the Lost Ego|4|0|0|0|0||0||0|0|0|0|0|0
359|0|0|7|11||0|||Revenge for the Lost Perception|5|0|0|0|0||0||0|0|0|0|0|0
360|0|0|7|11||0|||Answer of the Stars - Luna|8|0|0|0|0||0||0|0|0|0|0|0
361|0|0|7|11||0|||Pick of the Stars - Elma|8|0|0|0|0||0||0|0|0|0|0|0
362|0|0|7|11||0|||Architect of the Stars - Hertz|8|0|0|0|0||0||0|0|0|0|0|0
363|0|0|7|11||0|||Guidance of the Stars - Domon|8|0|0|0|0||0||0|0|0|0|0|0
364|0|0|7|11||0|||Answer of the Stars - Carrie|8|0|0|0|0||0||0|0|0|0|0|0
365|0|0|7|11||0|||Savior of the Stars - Cateua & Ravniss|8|0|0|0|0||0||0|0|0|0|0|0
367|0|0|8|1||0|||Heart of the Robot|14|5|41|40|0||0||0|0|0|0|0|-2014
368|0|0|8|1||0|||Heart of the Scholar|14|5|42|40|0||0||0|0|0|0|0|-2014
369|0|0|8|1||0|||Heart of the Marionette|14|5|43|40|0||0||0|0|0|0|0|-2014
370|0|0|8|1||0|||Heart of the Cyborg|14|5|44|40|0||0||0|0|0|0|0|-2014
371|0|0|8|1||0|||Heart of the Savant|14|5|45|40|0||0||0|0|0|0|0|-2014
372|0|0|7|11|39|0|||The Patheon's Ordeal|10|0|0|0|0||0||0|0|0|0|0|0
380|0|0|7|11||0|||Will Carried by the Armor|8|0|0|0|0||0||0|0|0|0|0|0
381|0|0|7|11||0|||Farewell Song of Sprite|1|0|0|0|0||0||0|0|0|0|0|0
382|0|0|7|11||0|||Reincarnation of Sprite|2|0|0|0|0||0||0|0|0|0|0|0
383|0|0|7|11||0|||Rebirth of Sprite|3|0|0|0|0||0||0|0|0|0|0|0
384|0|0|7|11||0|||Legacy of Sprite|4|0|0|0|0||0||0|0|0|0|0|0
385|0|0|7|11||0|||Destiny of Sprite|5|0|0|0|0||0||0|0|0|0|0|0
387|0|0|7|11||0|||Release of the Stars|13|0|0|0|0||0||0|0|0|0|0|0
394|0|0|8|1||0|||Rays of Hope|16|6|51|40|0||0||0|0|0|0|0|-2016
395|0|0|8|1||0|||Lonely Snow|16|6|52|40|0||0||0|0|0|0|0|-2016
396|0|0|8|1||0|||Shadow of Defence|16|6|53|40|0||0||0|0|0|0|0|-2016
397|0|0|8|1||0|||Awry Breeze|16|6|54|40|0||0||0|0|0|0|0|-2016
398|0|0|8|1||0|||Inferno of Hell|16|6|55|40|0||0||0|0|0|0|0|-2016
399|0|0|7|11||0|||Release of the Terrified Spirits|4|0|0|0|0||0||0|0|0|0|0|0
400|0|0|7|11||0|||Bloodstained Royalty|1|0|0|0|0||0||0|0|0|0|0|0
401|0|0|7|11||0|||Leaping Through the Realm|2|0|0|0|0||0||0|0|0|0|0|0
402|0|0|7|11||0|||Psychotic Passion|3|0|0|0|0||0||0|0|0|0|0|0
403|0|0|7|11||0|||Death and Art|4|0|0|0|0||0||0|0|0|0|0|0
404|0|0|7|11||0|||Ravaging the Realm|5|0|0|0|0||0||0|0|0|0|0|0
405|0|0|7|11||0|||Descend of the Stars - Water|13|0|0|0|0||0||0|0|0|0|0|0
406|0|0|7|11||0|||Descend of the Stars - Fire|13|0|0|0|0||0||0|0|0|0|0|0
407|0|0|7|11||0|||Descend of the Stars - Earth|13|0|0|0|0||0||0|0|0|0|0|0
408|0|0|7|11||0|||Descend of the Stars - Light|13|0|0|0|0||0||0|0|0|0|0|0
409|0|0|7|11||0|||Descend of the Stars - Dark|13|0|0|0|0||0||0|0|0|0|0|0
415|0|0|7|11||0|||Journey to Afar - Water|1|0|0|0|0||0||0|0|0|0|0|0
416|0|0|7|11||0|||Journey to Afar - Fire|8|0|0|0|0||0||0|0|0|0|0|0
417|0|0|7|11||0|||Journey to Afar - Earth|3|0|0|0|0||0||0|0|0|0|0|0
418|0|0|7|11||0|||Journey to Seek - Light|3|0|0|0|0||0||0|0|0|0|0|0
419|0|0|7|11||0|||Journey to Seek - Dark|3|0|0|0|0||0||0|0|0|0|0|0
440|0|0|7|11||0|||The Ocean Dragon Lord|11|0|0|0|0||0||0|0|0|0|0|0
441|0|0|7|11||0|||The Illustrious Lotus Prince|11|0|0|0|0||0||0|0|0|0|0|0
442|0|0|7|11||0|||The Hegemon Who Ruled|11|0|0|0|0||0||0|0|0|0|0|0
443|0|0|7|11||0|||The Indestructible Monkey King|11|0|0|0|0||0||0|0|0|0|0|0
444|0|0|7|11||0|||The Belle Who Ruined a Country|11|0|0|0|0||0||0|0|0|0|0|0
449|0|0|7|11||0|||Resolution of the Martyr|11|0|0|0|0||0||0|0|0|0|0|0
450|0|0|7|11||0|||Steadfastness of the Monk|11|0|0|0|0||0||0|0|0|0|0|0
451|0|0|7|11||0|||Determination of the General|11|0|0|0|0||0||0|0|0|0|0|0
452|0|0|7|11||0|||Confusion of the Immortal|11|0|0|0|0||0||0|0|0|0|0|0
453|0|0|7|11||0|||Haughtiness of the Ascetic|11|0|0|0|0||0||0|0|0|0|0|0
479|0|0|7|11||0|||Lobby of Power|7|0|0|0|0||0||0|0|0|0|0|0
484|0|0|7|11||0|||Hearts in Chorus|8|0|0|0|0||0||0|0|0|0|0|0
488|0|0|7|11||0|||Awakening of the Zodiacs|8|0|1|0|0||0||0|0|0|0|0|0
489|0|0|7|11||0|||Blessed by the Astralists|8|0|7|0|0||0||0|0|0|0|0|0
495|162|496|10|1||0|||Elemental Powers of Ancestors|19|0|0|0|0||0||0|0|0|0|0|-2019
496|495|497|10|1||0|||Creator of Spiritual Beasts|19|0|0|0|0||0||0|0|0|0|0|-2019
497|496|498|10|1||10|||Guidance of Life|19|0|0|0|0||0||0|0|0|0|0|-2019
498|497|499|11|1||0|||Memories of Illusive Springs|20|0|0|0|0||0||0|0|0|0|0|-2020
499|498|500|11|1||0|||Streams of the North|20|0|0|0|0||0||0|0|0|0|0|-2020
500|499|528|11|1||8|||Deities of the Gloaming|20|0|0|0|0||0||0|0|0|0|0|-2020
503|0|0|7|11||0|||Fancy of the Witch|12|0|0|0|0||0||0|0|0|0|0|0
504|0|0|7|11||0|||Load on the Queen’s Mind|12|0|0|0|0||0||0|0|0|0|0|0
505|0|0|7|11||0|||Memories of the Sorceress|12|0|0|0|0||0||0|0|0|0|0|0
506|0|0|7|11||0|||Encounter with the Weaver|3|0|0|0|0||0||0|0|0|0|0|0
507|0|0|7|11||0|||Adventures of the Alchemist|12|0|0|0|0||0||0|0|0|0|0|0
508|0|0|7|11||0|||Revenge of the Captain|12|0|0|0|0||0||0|0|0|0|0|0
509|0|0|7|11||0|||Confidence of the Queen|12|0|0|0|0||0||0|0|0|0|0|0
510|0|0|7|11||0|||Wits of the Duke|1|0|0|0|0||0||0|0|0|0|0|0
511|0|0|7|11||0|||Illusion of the Marquis|2|0|0|0|0||0||0|0|0|0|0|0
512|0|0|7|11||0|||Passerine to the Starlight|3|0|0|0|0||0||0|0|0|0|0|0
513|0|0|7|11||0|||Freedom of the Listener|4|0|0|0|0||0||0|0|0|0|0|0
514|0|0|7|11||0|||Intrigue of an Old Friend|5|0|0|0|0||0||0|0|0|0|0|0
515|0|0|7|11||0|||Flawless Wings|4|0|0|0|0||0||0|0|0|0|0|0
516|0|0|7|11||0|||Misty Sword|5|0|0|0|0||0||0|0|0|0|0|0
518|0|0|7|11||0|||Awakening of the Zodiacs|8|0|2|0|0||0||0|0|0|0|0|0
519|0|0|7|11||0|||Awakening of the Zodiacs|8|0|3|0|0||0||0|0|0|0|0|0
520|0|0|7|11||0|||Awakening of the Zodiacs|8|0|4|0|0||0||0|0|0|0|0|0
521|0|0|7|11||0|||Awakening of the Zodiacs|8|0|5|0|0||0||0|0|0|0|0|0
522|0|0|7|11||0|||Awakening of the Zodiacs|8|0|6|0|0||0||0|0|0|0|0|0
523|0|0|7|11||0|||Blessed by the Astralists|8|0|8|0|0||0||0|0|0|0|0|0
524|0|0|7|11||0|||Blessed by the Astralists|8|0|9|0|0||0||0|0|0|0|0|0
525|0|0|7|11||0|||Blessed by the Astralists|8|0|10|0|0||0||0|0|0|0|0|0
526|0|0|7|11||0|||Blessed by the Astralists|8|0|11|0|0||0||0|0|0|0|0|0
527|0|0|7|11||0|||Blessed by the Astralists|8|0|12|0|0||0||0|0|0|0|0|0
528|500|529|12|1||0|||Guidance of Gods|21|0|0|0|0||0||0|0|0|0|0|-2021
529|528|530|12|1||0|||Unity of Humans|21|0|0|0|0||0||0|0|0|0|0|-2021
530|529|531|12|1||6|||Trial of Destiny|21|0|0|0|0||0||0|0|0|0|0|-2021
531|530|532|13|1||0|||Beasts and Elements|22|0|0|0|0||0||0|0|0|0|0|-2022
532|531|533|13|1||0|||Battles of Celestials|22|0|0|0|0||0||0|0|0|0|0|-2022
533|532|534|13|1||5|||Value of Existence|22|0|0|0|0||0||0|0|0|0|0|-2022
534|533|535|14|1||0|||Journey to Settlement|19|0|0|0|0||0||0|0|0|0|0|-2019
535|534|536|14|1||0|||Yearning for Utopia|19|0|0|0|0||0||0|0|0|0|0|-2019
536|535|537|14|1||9|||Hidden Truth|19|0|0|0|0||0||0|0|0|0|0|-2019
537|536|806|15|1||1|||Portent of Fights|23|0|0|0|0||0||0|0|0|0|0|829
564|0|0|9|1||0|||Gate to the Aperture- Purified Soulstones|7|0|13|30|1||0||0|0|0|0|102|0
565|0|0|7|11||0|||Priest on Rugged Path|4|0|0|0|0||0||0|0|0|0|0|0
566|0|0|7|11||0|||Princess to the Dead End|4|0|0|0|0||0||0|0|0|0|0|0
567|0|0|7|11||0|||Transformation of the Queen|4|0|0|0|0||0||0|0|0|0|0|0
570|0|0|7|11||0|||Legend of Mythical Beasts|3|0|0|0|0||0||0|0|0|0|0|0
571|0|0|9|1||0|||Gate to the Aperture - Astralists|8|0|13|30|1||0||0|0|0|0|303|0
572|0|0|9|1||0|||Mysteries of Growth|7|0|13|30|0||0||0|0|0|0|501|0
577|0|0|7|11||0|||Warrior Fighting Alone|1|0|0|0|0||0||0|0|0|0|0|0
578|0|0|7|11||0|||The Incomprehensible Sage|2|0|0|0|0||0||0|0|0|0|0|0
579|0|0|7|11||0|||Chief Bogged Down in Fate|3|0|0|0|0||0||0|0|0|0|0|0
580|0|0|7|11||0|||Wings Shining in the Sunlight|4|0|0|0|0||0||0|0|0|0|0|0
581|0|0|7|11||0|||Priest Praying under Moonlight|5|0|0|0|0||0||0|0|0|0|0|0
582|0|0|7|11||0|||Memories of the Blue Cyborg|1|0|0|0|0||0||0|0|0|0|0|0
583|0|0|7|11||0|||Formula of the Cyborg|2|0|0|0|0||0||0|0|0|0|0|0
584|0|0|7|11||0|||Inside of the Puppet Cyborg|3|0|0|0|0||0||0|0|0|0|0|0
585|0|0|7|11||0|||Heart of the Cyborg|4|0|0|0|0||0||0|0|0|0|0|0
586|0|0|7|11||0|||Experience of the Scholar|5|0|0|0|0||0||0|0|0|0|0|0
588|0|0|7|11||0|||Brightening the Stars - Water|13|0|0|0|0||0||0|0|0|0|0|0
589|0|0|7|11||0|||Brightening the Stars - Fire|13|0|0|0|0||0||0|0|0|0|0|0
590|0|0|7|11||0|||Brightening the Stars - Earth|13|0|0|0|0||0||0|0|0|0|0|0
591|0|0|7|11||0|||Brightening the Stars - Light|13|0|0|0|0||0||0|0|0|0|0|0
592|0|0|7|11||0|||Brightening the Stars - Dark|13|0|0|0|0||0||0|0|0|0|0|0
593|0|0|7|11||0|||Collaboration of Frost and Flame|1|0|0|0|0||0||0|0|0|0|0|0
594|0|0|7|11||0|||Interlacing of Flame and Forest|2|0|0|0|0||0||0|0|0|0|0|0
595|0|0|7|11||0|||Fusing of Frost and Forest|3|0|0|0|0||0||0|0|0|0|0|0
596|0|0|7|11||0|||Chorus of Sanctity and Darkness|8|0|0|0|0||0||0|0|0|0|0|0
597|0|0|7|11||0|||Darkness’s Dance with Sanctity|8|0|0|0|0||0||0|0|0|0|0|0
631|0|0|7|11||0|||Rift in the Sky - Water|18|0|0|0|0||0||0|0|0|0|0|0
632|0|0|7|11||0|||Rift in the Sky - Fire|18|0|0|0|0||0||0|0|0|0|0|0
633|0|0|7|11||0|||Rift in the Sky - Earth|18|0|0|0|0||0||0|0|0|0|0|0
634|0|0|7|11||0|||Waves in the Timestream - Light|18|0|0|0|0||0||0|0|0|0|0|0
635|0|0|7|11||0|||Realm in Clouds and Mountains - Dark|18|0|0|0|0||0||0|0|0|0|0|0
636|0|0|7|11||0|||Gate to the Skies - Water|1|0|0|0|0||0||0|0|0|0|0|0
637|0|0|7|11||0|||Sword over Mountains and Seas - Fire|3|0|0|0|0||0||0|0|0|0|0|0
638|0|0|7|11||0|||Sword over Mountains and Seas - Earth|18|0|0|0|0||0||0|0|0|0|0|0
639|0|0|7|11||0|||Rift in the Sky - Light|18|0|0|0|0||0||0|0|0|0|0|0
640|0|0|7|11||0|||Clouds of the Han Empire - Dark|18|0|0|0|0||0||0|0|0|0|0|0
641|0|0|7|11||0|||Gate to the Skies - Earth|3|0|0|0|0||0||0|0|0|0|0|0
650|0|0|7|11||0|||Enhancement of Companion - Water|1|0|0|0|0||0||0|0|0|0|0|0
651|0|0|7|11||0|||Enhancement of Companion - Fire|2|0|0|0|0||0||0|0|0|0|0|0
652|0|0|7|11||0|||Enhancement of Companion - Earth|3|0|0|0|0||0||0|0|0|0|0|0
653|0|0|7|11||0|||Enhancement of Companion - Light|4|0|0|0|0||0||0|0|0|0|0|0
654|0|0|7|11||0|||Enhancement of Companion - Dark|5|0|0|0|0||0||0|0|0|0|0|0
655|0|0|7|11||0|||Journey of Self-discovery - Water|1|0|0|0|0||0||0|0|0|0|0|0
656|0|0|7|11||0|||Journey of Self-discovery - Fire|2|0|0|0|0||0||0|0|0|0|0|0
657|0|0|7|11||0|||Journey of Self-discovery - Earth|3|0|0|0|0||0||0|0|0|0|0|0
658|0|0|7|11||0|||Millennial Reign of Gods|8|0|0|0|0||0||0|0|0|0|0|0
678|0|0|7|11||0|||Godly Power Unleashed|8|0|0|0|0||0||0|0|0|0|0|0
679|0|0|7|11||0|||Heart that Melts Snow|15|0|0|0|0||0||0|0|0|0|0|0
