col_1|col_2|col_3|col_4|col_5|col_6|col_7|col_8|col_9|col_10|col_11|col_12|col_13|col_14|col_15|col_16|col_17|col_18|col_19|col_20|col_21|col_22|col_23|col_24|col_25|col_26|col_27|col_28|col_29|col_30|col_31|col_32|col_33|col_34|col_35|col_36|col_37
28|8|5|286|5|5|PHASE_SPECIAL_BOSS1|解開第一階段封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:56#0:58#0:60#0:62#0:64#0:66#0:68#0:70#0:72#0:74#0:261#0:267#0|
29|9|1|131|5|5||銀河上的遊俠|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:56#0:66#0:76#0:131#1:246#0:270#0|
30|9|2|116|5|5||過去的摧毀|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:56#0:66#0:76#0:116#1:246#0:270#0|
33|9|3|41|7|7||水龍之出沒|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:41#1:56#0:66#0:76#0:246#0:270#0|
34|10|1|134|5|5||霹靂遊俠的挑戰|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:58#0:68#0:78#0:134#1:247#0:271#0|
35|10|2|119|5|5||命運支配者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:58#0:68#0:78#0:119#1:247#0:271#0|
38|10|3|44|7|7||岩漿試煉|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:44#1:58#0:68#0:78#0:247#0:271#0|
39|11|1|137|5|5||貧瘠之地的遊俠|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:60#0:70#0:80#0:137#1:248#0:272#0|
40|11|2|122|5|5||預言的真相|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:60#0:70#0:80#0:122#1:248#0:272#0|
43|11|3|47|7|7||綠龍巢穴|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:47#1:60#0:70#0:80#0:248#0:272#0|
44|12|1|140|5|5||生命之泉的遊俠|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:62#0:72#0:82#0:140#1:249#0:273#0|
45|12|2|125|5|5||治癒者哨崗|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:62#0:72#0:82#0:125#1:249#0:273#0|
48|12|3|50|7|7||龍之先鋒|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:50#1:62#0:72#0:82#0:249#0:273#0|
49|13|1|143|5|5||御魔遊俠之路|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:64#0:74#0:84#0:143#1:250#0:274#0|
50|13|2|128|5|5||春天的曙光|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:64#0:74#0:84#0:128#1:250#0:274#0|
53|13|3|53|7|7||闇龍之詛咒|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:53#1:64#0:74#0:84#0:250#0:274#0|
54|14|1|67|6|5||古代修行者的貪婪|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:86#0:88#0:90#0:92#0:94#0:265#0:268#0|
55|14|2|73|6|5||始建以諾塔|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:86#0:88#0:90#0:92#0:94#0:265#0:268#0|
56|14|3|170|6|5||絕對不要放棄|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:86#0:88#0:90#0:92#0:94#0:265#0:268#0|
57|14|4|131|6|5||制止末日的決心|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:86#0:88#0:90#0:92#0:94#0:265#0:268#0|
58|14|5|288|8|7|PHASE_SPECIAL_BOSS4|解開第二階段封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:86#0:88#0:90#0:92#0:94#0:265#0:268#0|
59|15|1|57|7|6||海妖之歌|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:56#0:66#0:106#0:251#0:275#0|
60|15|2|77|7|6||凍結之刃|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:66#0:76#0:106#0:251#0:275#0|
63|15|3|67|10|8||精靈的軌跡|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:66#0:106#0:251#0:275#0|
64|16|1|59|7|6||染紅的火山|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:58#0:68#0:108#0:252#0:276#0|
65|16|2|79|7|6||灼炎之刃|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:68#0:78#0:108#0:252#0:276#0|
68|16|3|69|10|8||鮮紅的舞台|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:68#0:108#0:252#0:276#0|
69|17|1|61|7|6||岡山上的邊緣|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:60#0:70#0:110#0:253#0:277#0|
70|17|2|81|7|6||塗毒之刃|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:70#0:80#0:110#0:253#0:277#0|
73|17|3|71|10|8||夢之樂章|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:70#0:110#0:253#0:277#0|
74|18|1|63|7|6||召喚光精靈|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:62#0:72#0:112#0:254#0:278#0|
75|18|2|83|7|6||黃金之刃|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:72#0:82#0:112#0:254#0:278#0|
78|18|3|73|10|8||光之躍動|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:72#0:112#0:254#0:278#0|
79|19|1|65|7|6||召喚黑精靈|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:64#0:74#0:114#0:255#0:279#0|
80|19|2|85|7|6||黑耀之刃|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:74#0:84#0:114#0:255#0:279#0|
83|19|3|75|10|8||精靈的偽裝|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:74#0:114#0:255#0:279#0|
84|20|1|77|8|6||古代修行者的醒悟|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:106#0:108#0:110#0:112#0:114#0:262#0|
85|20|2|87|8|6||利用塔入侵天界的魔族|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:106#0:108#0:110#0:112#0:114#0:262#0|
86|20|3|164|8|6||歷史烙痕|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:106#0:108#0:110#0:112#0:114#0:262#0|
87|20|4|134|8|6||夢見在星海下高歌|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:106#0:108#0:110#0:112#0:114#0:262#0|
88|20|5|287|10|8|PHASE_SPECIAL_BOSS3|解開第三階段封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:76#0:78#0:80#0:82#0:84#0:106#0:108#0:110#0:112#0:114#0:262#0|
89|21|1|132|9|7||水之守護者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:57#0:67#0:77#0:89#0:131#1:256#0:275#0|
90|21|2|117|9|7||改變歷史|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:57#0:67#0:77#0:89#0:116#1:256#0:275#0|
93|21|3|42|12|10||蒼海龍爆發|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:41#1:57#0:67#0:77#0:89#0:256#0:275#0|
94|22|1|135|9|7||狂妄戰士|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:59#0:69#0:79#0:91#0:134#1:257#0:276#0|
95|22|2|120|9|7||執法者的威嚴|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:59#0:69#0:79#0:91#0:119#1:257#0:276#0|
98|22|3|45|12|10||消失的鐵龍|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:44#1:59#0:69#0:79#0:91#0:257#0:276#0|
99|23|1|138|9|7||劇毒林地的狙擊神手|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:61#0:71#0:81#0:87#0:137#1:258#0:277#0|
100|23|2|123|9|7||被詛咒的怪物|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:61#0:71#0:81#0:87#0:122#1:258#0:277#0|
103|23|3|48|12|10||岩龍的鋼牙|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:47#1:61#0:71#0:81#0:87#0:258#0:277#0|
104|24|1|141|9|7||聖光俠客集會|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:63#0:73#0:83#0:95#0:140#1:259#0:278#0|
105|24|2|126|9|7||蘋果園的主人|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:63#0:73#0:83#0:95#0:125#1:259#0:278#0|
108|24|3|51|12|10||耀眼金龍的威嚇|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:50#1:63#0:73#0:83#0:95#0:259#0:278#0|
109|25|1|144|9|7||黑夜神秘的刺客|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:65#0:75#0:85#0:93#0:143#1:260#0:279#0|
110|25|2|129|9|7||靈魂收割者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:65#0:75#0:85#0:93#0:128#1:260#0:279#0|
113|25|3|54|12|10||斷頭龍出現|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:53#1:65#0:75#0:85#0:93#0:260#0:279#0|
114|26|1|177|10|7||古代修行者的封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:67#0:69#0:71#0:73#0:75#0:77#0:79#0:81#0:83#0:85#0:266#0:269#0|
115|26|2|183|10|7||永遠留在塔中的惡魔|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:67#0:69#0:71#0:73#0:75#0:77#0:79#0:81#0:83#0:85#0:266#0:269#0|
116|26|3|180|10|7||斬妖除魔！|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:67#0:69#0:71#0:73#0:75#0:77#0:79#0:81#0:83#0:85#0:266#0:269#0|
117|26|4|141|10|7||在我手中的世界|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:67#0:69#0:71#0:73#0:75#0:77#0:79#0:81#0:83#0:85#0:266#0:269#0|
118|26|5|285|13|10|PHASE_SPECIAL_BOSS2|解開第四階段封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:5#1:9#1:13#1:17#1:67#0:69#0:71#0:73#0:75#0:77#0:79#0:81#0:83#0:85#0:266#0:269#0|
119|27|1|133|11|7||水舞谷關|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@67#0:77#0:87#0:89#0:107#0:109#0:131#1:275#0|
120|27|2|118|11|7||命運驅動者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@67#0:77#0:87#0:89#0:107#0:109#0:116#1:275#0|
123|27|3|43|14|10||貪吃的龍王|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@21#1:41#1:67#0:77#0:87#0:89#0:107#0:109#0:275#0|
124|28|1|136|11|7||火靈炎舞|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@69#0:79#0:89#0:91#0:109#0:111#0:134#1:276#0|
125|28|2|121|11|7||命運決定者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@69#0:79#0:89#0:91#0:109#0:111#0:119#1:276#0|
128|28|3|46|14|10||煉獄的火龍|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@25#1:44#1:69#0:79#0:89#0:91#0:109#0:111#0:276#0|
129|29|1|139|11|7||疾風拂曉|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@71#0:81#0:87#0:91#0:107#0:111#0:137#1:277#0|
130|29|2|124|11|7||幸運女神的降臨|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@71#0:81#0:87#0:91#0:107#0:111#0:122#1:277#0|
133|29|3|49|14|10||披甲戰神|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@29#1:47#1:71#0:81#0:87#0:91#0:107#0:111#0:277#0|
134|30|1|142|11|7||侵略暮光|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@73#0:83#0:93#0:95#0:113#0:115#0:140#1:278#0|
135|30|2|127|11|7||女王的密使|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@73#0:83#0:93#0:95#0:113#0:115#0:125#1:278#0|
138|30|3|52|14|10||機龍傳承|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@33#1:50#1:73#0:83#0:93#0:95#0:113#0:115#0:278#0|
139|31|1|145|11|7||生死之戰|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@75#0:83#0:93#0:95#0:113#0:115#0:143#1:279#0|
140|31|2|130|11|7||挑選戰死者的女神|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@75#0:83#0:93#0:95#0:113#0:115#0:128#1:279#0|
143|31|3|55|14|10||龍群之怒|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@37#1:53#1:75#0:83#0:93#0:95#0:113#0:115#0:279#0|
144|32|1|148|12|7||古代修行者的遺願|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:263#0|
145|32|2|151|12|7||進入天界的先鋒|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:263#0|
146|32|3|154|12|7||終點就在前面|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:263#0|
147|32|4|157|12|7||夢醒前夕|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:263#0|
148|32|5|290|15|10|PHASE_SPECIAL_BOSS5|解開最後的封印|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:158#0:263#0|
277|87|1|334|12|7||海風中的歌聲|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:67#0:77#0:79#0:87#0:107#0:109#0:280#0:97#0|
278|87|2|339|12|7||冰風谷的惡鬥|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:77#0:79#0:87#0:107#0:109#0:280#0:97#0:67#0|
279|87|3|148|12|7||冰層下的巨影|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:77#0:79#0:87#0:107#0:109#0:280#0:97#0:67#0|
280|87|4|178|12|7||克蘇魯的呼喚|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:77#0:79#0:87#0:107#0:109#0:280#0:97#0:67#0|
281|87|5|201|17|10||諸神的寶船|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@1#1:77#0:79#0:87#0:107#0:109#0:280#0:97#0:67#0|
282|88|1|335|12|7||峰岩的領主|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@5#1:69#0:79#0:81#0:89#0:109#0:111#0:281#0:99#0|
283|88|2|340|12|7||衝鋒的烈炎|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@5#1:79#0:81#0:89#0:109#0:111#0:281#0:99#0:69#0|
284|88|3|151|12|7||火焰中的文明結晶|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@5#1:79#0:81#0:89#0:109#0:111#0:281#0:99#0:69#0|
285|88|4|181|12|7||地獄守門犬|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@5#1:79#0:81#0:89#0:109#0:111#0:281#0:99#0:69#0|
286|88|5|203|17|10||獨臂判官|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@5#1:79#0:81#0:89#0:109#0:111#0:281#0:99#0:69#0|
287|89|1|336|12|7||花海中的貴族|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@9#1:71#0:77#0:81#0:91#0:107#0:111#0:282#0:101#0|
288|89|2|341|12|7||密林之牙|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@9#1:77#0:81#0:91#0:107#0:111#0:282#0:101#0:71#0|
289|89|3|154|12|7||不動的鐵獸|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@9#1:77#0:81#0:91#0:107#0:111#0:282#0:101#0:71#0|
290|89|4|184|12|7||毒蛇神殿|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@9#1:77#0:81#0:91#0:107#0:111#0:282#0:101#0:71#0|
291|89|5|205|17|10||金項鍊的主人|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@9#1:77#0:81#0:91#0:107#0:111#0:282#0:101#0:71#0|
292|90|1|337|12|7||月下的王族|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@13#1:73#0:83#0:85#0:93#0:113#0:115#0:283#0:103#0|
293|90|2|342|12|7||聖光加護的長槍|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@13#1:83#0:85#0:93#0:113#0:115#0:283#0:103#0:73#0|
294|90|3|157|12|7||怒獅的咆哮|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@13#1:83#0:85#0:93#0:113#0:115#0:283#0:103#0:73#0|
295|90|4|187|12|7||狂暴的獸王|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@13#1:83#0:85#0:93#0:113#0:115#0:283#0:103#0:73#0|
296|90|5|207|17|10||雷神轟鳴|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@13#1:83#0:85#0:93#0:113#0:115#0:283#0:103#0:73#0|
297|91|1|338|12|7||黑夜中的魔女|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@17#1:75#0:83#0:85#0:95#0:113#0:115#0:284#0:105#0|
298|91|2|343|12|7||毫無慈悲者|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@17#1:83#0:85#0:95#0:113#0:115#0:284#0:105#0:75#0|
299|91|3|160|12|7||黑月之翼|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@17#1:83#0:85#0:95#0:113#0:115#0:284#0:105#0:75#0|
300|91|4|190|12|7||魔神的傀儡|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@17#1:83#0:85#0:95#0:113#0:115#0:284#0:105#0:75#0|
301|91|5|209|17|10||呼喚黃昏的號角|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@17#1:83#0:85#0:95#0:113#0:115#0:284#0:105#0:75#0|
302|92|1|118|13|7||古代修行者的希望|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@77#0:79#0:81#0:83#0:85#0:87#0:89#0:91#0:93#0:95#0:107#0:109#0:111#0:113#0:115#0:280#0:281#0:282#0:283#0:284#0:67#0:69#0:71#0:73#0:75#0|
