col_1|col_2|col_3|col_4|col_5|col_6|col_7|col_8|col_9|col_10|col_11|col_12|col_13|col_14|col_15|col_16|col_17|col_18|col_19|col_20|col_21|col_22|col_23|col_24
20|19|21|6|1||0|||第三階段封印|0|0|0|0|0||0||0|0|0|0|0|287
21|20|22|1|1||0|||水下的伏兵|0|0|0|0|0||0||0|0|0|0|0|-2001
22|21|23|2|1||0|||燃燒的赤鐵|0|0|0|0|0||0||0|0|0|0|0|-2002
23|22|24|3|1||0|||荒野的巨岩|0|0|0|0|0||0||0|0|0|0|0|-2003
24|23|25|4|1||0|||聖光的指引|0|0|0|0|0||0||0|0|0|0|0|-2004
25|24|26|5|1||0|||夢魘的險惡|0|0|0|0|0||0||0|0|0|0|0|-2005
26|25|27|6|1||0|||第四階段封印|0|0|0|0|0||0||0|0|0|0|0|285
27|26|28|1|1||0|||極度深淵|0|0|0|0|0||0||0|0|0|0|0|-2001
28|27|29|2|1||0|||血焰峰頂|0|0|0|0|0||0||0|0|0|0|0|-2002
29|28|30|3|1||0|||鏖戰巨崗|0|0|0|0|0||0||0|0|0|0|0|-2003
30|29|31|4|1||0|||聖神降瑞|0|0|0|0|0||0||0|0|0|0|0|-2004
31|30|32|5|1||0|||魔魂印記|0|0|0|0|0||0||0|0|0|0|0|-2005
32|31|87|6|1||0|||第五階段封印|0|0|0|0|0||0||0|0|0|0|0|290
87|32|88|1|1||0|||褻瀆的寶船|0|0|0|0|0||0||0|0|0|0|0|-2001
88|87|89|2|1||0|||永無寧靜之地|0|0|0|0|0||0||0|0|0|0|0|-2002
89|88|90|3|1||0|||永恆英靈殿|0|0|0|0|0||0||0|0|0|0|0|-2003
90|89|91|4|1||0|||轟雷荒土|0|0|0|0|0||0||0|0|0|0|0|-2004
91|90|92|5|1||0|||監禁的惡神|0|0|0|0|0||0||0|0|0|0|0|-2005
92|91|0|6|1||0|||塔的彼端|0|0|0|0|0||0||0|0|0|0|0|293
102|0|0|8|1||0|||赤之白羊宮|8|1|1|40|0||0||0|0|0|0|0|-2008
103|0|0|8|1||0|||炎之金牛宮|8|1|2|40|0||0||0|0|0|0|0|-2008
104|0|0|8|1||0|||闇之雙子宮|8|1|3|40|0||0||0|0|0|0|0|-2008
105|0|0|8|1||0|||幽之巨蟹宮|8|1|4|40|0||0||0|0|0|0|0|-2008
106|0|0|8|1||0|||光之獅子宮|8|1|5|40|0||0||0|0|0|0|0|-2008
107|0|0|8|1||0|||耀之處女宮|8|1|6|40|0||0||0|0|0|0|0|-2008
108|0|0|8|1||0|||義之天秤宮|8|2|7|40|0||0||0|0|0|0|0|-2008
109|0|0|8|1||0|||毒之天蠍宮|8|2|8|40|0||0||0|0|0|0|0|-2008
110|0|0|8|1||0|||森之人馬宮|8|2|9|40|0||0||0|0|0|0|0|-2008
111|0|0|8|1||0|||翠之山羊宮|8|2|10|40|0||0||0|0|0|0|0|-2008
112|0|0|8|1||0|||清之水瓶宮|8|2|11|40|0||0||0|0|0|0|0|-2008
113|0|0|8|1||0|||海之雙魚宮|8|2|12|40|0||0||0|0|0|0|0|-2008
132|0|0|7|11||0|||塵封之祕|6|0|0|0|0||0||0|0|0|0|0|0
157|0|162|1|1|92|0|||沛雨神殿|0|0|0|0|0||0||0|0|0|0|0|-2001
158|0|162|2|1|92|0|||戰火神殿|0|0|0|0|0||0||0|0|0|0|0|-2002
159|0|162|3|1|92|0|||颶風神殿|0|0|0|0|0||0||0|0|0|0|0|-2003
160|0|162|4|1|92|0|||鷹揚神殿|0|0|0|0|0||0||0|0|0|0|0|-2004
161|0|162|5|1|92|0|||冥界神殿|0|0|0|0|0||0||0|0|0|0|0|-2005
162|161|495|6|1|157,158,159,160,161|0|||天界的門廊|10|0|0|0|0||0||0|0|0|0|0|450
178|0|0|7|11||0|||黃昏的歌劇|6|0|0|0|0||0||0|0|0|0|0|0
191|0|0|9|1||0|||狹縫之門 ‧ 靈魂石|7|0|13|400|1||0||0|0|0|0|101|0
192|0|0|9|1||0|||狹縫之門 ‧ 魔獸|7|0|13|400|1||0||0|0|0|0|302|0
193|0|0|9|1||0|||狹縫之門 ‧ 元素|7|0|13|400|1||0||0|0|0|0|301|0
195|0|0|7|11||0|||謁見眾神之人|6|0|0|0|0||0||0|0|0|0|0|0
203|0|0|7|11||0|||涓流的追憶|6|0|0|0|0||0||0|0|0|0|0|0
204|0|0|7|11||0|||復燃的龍焰|6|0|0|0|0||0||0|0|0|0|0|0
205|0|0|7|11||0|||大地的子民|6|0|0|0|0||0||0|0|0|0|0|0
206|0|0|7|11||0|||耀目的帥印|4|0|0|0|0||0||0|0|0|0|0|0
207|0|0|7|11||0|||祭師的禱詞|6|0|0|0|0||0||0|0|0|0|0|0
208|0|0|7|11||0|||命運女神的記錄|1|0|0|0|0||0||0|0|0|0|0|0
209|0|0|7|11||0|||命運女神所印證|2|0|0|0|0||0||0|0|0|0|0|0
210|0|0|7|11||0|||命運女神的書寫|3|0|0|0|0||0||0|0|0|0|0|0
211|0|0|7|11||0|||神木種下的永生|4|0|0|0|0||0||0|0|0|0|0|0
212|0|0|7|11||0|||屠夫栽培的女神|5|0|0|0|0||0||0|0|0|0|0|0
213|0|0|7|11||0|||遺落的禍患 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
214|0|0|7|11||0|||遺落的禍患 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
215|0|0|7|11||0|||遺落的禍患 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
216|0|0|7|11||0|||遺落的禍患 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
217|0|0|7|11||0|||遺落的禍患 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
218|0|0|7|11||0|||追尋自由之路 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
219|0|0|7|11||0|||追尋自由之路 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
220|0|0|7|11||0|||追尋自由之路 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
221|0|0|7|11||0|||追尋自由之路 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
222|0|0|7|11||0|||追尋自由之路 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
223|0|0|8|1||0|||清源二郎庭|11|3|21|40|0||0||0|0|0|0|0|-2011
224|0|0|8|1||0|||天尊太師座|11|3|22|40|0||0||0|0|0|0|0|-2011
225|0|0|8|1||0|||神臺太公廟|11|3|23|40|0||0||0|0|0|0|0|-2011
226|0|0|8|1||0|||雷罡仙道觀|11|3|24|40|0||0||0|0|0|0|0|-2011
227|0|0|8|1||0|||錠光圓覺寺|11|3|25|40|0||0||0|0|0|0|0|-2011
230|0|0|7|11||0|||五方帝登位|6|0|0|0|0||0||0|0|0|0|0|0
244|0|0|9|1||0|||狹縫之門 ‧ 幻獸|0|0|13|400|1||0||0|0|0|0|201|0
245|0|0|9|1||0|||奧秘之門|0|0|13|400|1||0||0|0|0|0|304|0
249|0|0|7|11||0|||諸神的號角 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
250|0|0|7|11||0|||諸神的號角 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
251|0|0|7|11||0|||諸神的號角 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
252|0|0|7|11||0|||諸神的號角 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
253|0|0|7|11||0|||諸神的號角 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
254|0|0|7|11||0|||深潛之護|1|0|0|0|0||0||0|0|0|0|0|0
255|0|0|7|11||0|||焰芒之爪|2|0|0|0|0||0||0|0|0|0|0|0
256|0|0|7|11||0|||飢風狂嘯|3|0|0|0|0||0||0|0|0|0|0|0
257|0|0|7|11||0|||輝煌之翼|4|0|0|0|0||0||0|0|0|0|0|0
258|0|0|7|11||0|||終焉之牙|5|0|0|0|0||0||0|0|0|0|0|0
280|0|0|7|11||0|||古神的分靈|7|0|0|0|0||0||0|0|0|0|0|0
288|0|0|7|11|2013-04-14|0|||神仙演義|11|0|0|0|0||0||0|0|0|0|0|0
289|0|0|7|11||0|||天降的騷亂 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
290|0|0|7|11||0|||天降的騷亂 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
291|0|0|7|11||0|||天降的騷亂 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
292|0|0|7|11||0|||天降的騷亂 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
293|0|0|7|11||0|||天降的騷亂 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
294|0|0|7|11||0|||異龍寄語 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
295|0|0|7|11||0|||異龍寄語 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
296|0|0|7|11||0|||異龍寄語 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
297|0|0|7|11||0|||異龍寄語 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
298|0|0|7|11||0|||異龍寄語 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
299|0|0|7|11||0|||諸神的寵獸 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
300|0|0|7|11||0|||諸神的寵獸 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
301|0|0|7|11||0|||諸神的寵獸 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
302|0|0|7|11||0|||諸神的寵獸 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
303|0|0|7|11||0|||諸神的寵獸 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
304|0|0|7|11||0|||以諾塔的守衛 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
305|0|0|7|11||0|||以諾塔的守衛 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
306|0|0|7|11||0|||以諾塔的守衛 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
307|0|0|7|11||0|||以諾塔的守衛 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
308|0|0|7|11||0|||以諾塔的守衛 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
332|0|0|7|11||0|||星辰所拯救 ‧ 波比|8|0|0|0|0||0||0|0|0|0|0|0
333|0|0|7|11||0|||星辰下邂逅 ‧ 阿姆士唐|8|0|0|0|0||0||0|0|0|0|0|0
334|0|0|7|11||0|||星辰所挑選 ‧ 加斯陀與波魯克斯|8|0|0|0|0||0||0|0|0|0|0|0
335|0|0|7|11||0|||星辰所引導 ‧ 約翰|8|0|0|0|0||0||0|0|0|0|0|0
336|0|0|7|11||0|||星辰的勇氣 ‧ 加里昂|8|0|0|0|0||0||0|0|0|0|0|0
337|0|0|7|11||0|||星宮的傳承 ‧ 普西芬妮|8|0|0|0|0||0||0|0|0|0|0|0
339|0|0|7|11||0|||一心同體的唱頌|8|0|0|0|0||0||0|0|0|0|0|0
353|0|0|7|11||0|||部落之神的起源|6|0|0|0|0||0||0|0|0|0|0|0
354|0|0|7|11||0|||徬徨的強者|5|0|0|0|0||0||0|0|0|0|0|0
355|0|0|7|11||0|||失去光榮的復仇|1|0|0|0|0||0||0|0|0|0|0|0
356|0|0|7|11||0|||失去驕傲的復仇|2|0|0|0|0||0||0|0|0|0|0|0
357|0|0|7|11||0|||失去愛侶的復仇|3|0|0|0|0||0||0|0|0|0|0|0
358|0|0|7|11||0|||失去自我的復仇|4|0|0|0|0||0||0|0|0|0|0|0
359|0|0|7|11||0|||失去常性的復仇|5|0|0|0|0||0||0|0|0|0|0|0
360|0|0|7|11||0|||星辰所挑選 ‧ 露娜|8|0|0|0|0||0||0|0|0|0|0|0
361|0|0|7|11||0|||星辰的寵兒 ‧ 艾瑪|8|0|0|0|0||0||0|0|0|0|0|0
362|0|0|7|11||0|||為星宮築路 ‧ 赫茲|8|0|0|0|0||0||0|0|0|0|0|0
363|0|0|7|11||0|||星辰所引導 ‧ 杜門|8|0|0|0|0||0||0|0|0|0|0|0
364|0|0|7|11||0|||星辰所挑選 ‧ 凱莉|8|0|0|0|0||0||0|0|0|0|0|0
365|0|0|7|11||0|||星辰所拯救 ‧ 卡秋婭與拉維妮斯|8|0|0|0|0||0||0|0|0|0|0|0
367|0|0|8|1||0|||機偶的守護之心|14|5|41|40|0||0||0|0|0|0|0|-2014
368|0|0|8|1||0|||學者的探求之心|14|5|42|40|0||0||0|0|0|0|0|-2014
369|0|0|8|1||0|||傀儡的情感之心|14|5|43|40|0||0||0|0|0|0|0|-2014
370|0|0|8|1||0|||半偶的鬱悶之心|14|5|44|40|0||0||0|0|0|0|0|-2014
371|0|0|8|1||0|||學士的識見之心|14|5|45|40|0||0||0|0|0|0|0|-2014
372|0|0|7|11|39|0|||神明的律法|10|0|0|0|0||0||0|0|0|0|0|0
380|0|0|7|11||0|||鎧甲承傳的意志|8|0|0|0|0||0||0|0|0|0|0|0
381|0|0|7|11||0|||妖女的挽歌|1|0|0|0|0||0||0|0|0|0|0|0
382|0|0|7|11||0|||少女的轉生|2|0|0|0|0||0||0|0|0|0|0|0
383|0|0|7|11||0|||少女的重生|3|0|0|0|0||0||0|0|0|0|0|0
384|0|0|7|11||0|||妖女的承繼|4|0|0|0|0||0||0|0|0|0|0|0
385|0|0|7|11||0|||妖女的命運|5|0|0|0|0||0||0|0|0|0|0|0
387|0|0|7|11||0|||巨星的解放|13|0|0|0|0||0||0|0|0|0|0|0
394|0|0|8|1||0|||希望的光|16|6|51|40|0||0||0|0|0|0|0|-2016
395|0|0|8|1||0|||孤寂的雪|16|6|52|40|0||0||0|0|0|0|0|-2016
396|0|0|8|1||0|||守候的影|16|6|53|40|0||0||0|0|0|0|0|-2016
397|0|0|8|1||0|||錯向的風|16|6|54|40|0||0||0|0|0|0|0|-2016
398|0|0|8|1||0|||煉獄的火|16|6|55|40|0||0||0|0|0|0|0|-2016
399|0|0|7|11||0|||鮮紅恩典的解放|4|0|0|0|0||0||0|0|0|0|0|0
400|0|0|7|11||0|||血染的皇族|1|0|0|0|0||0||0|0|0|0|0|0
401|0|0|7|11||0|||躍於人間的狂魔|2|0|0|0|0||0||0|0|0|0|0|0
402|0|0|7|11||0|||痴愛的癲狂|3|0|0|0|0||0||0|0|0|0|0|0
403|0|0|7|11||0|||死亡與藝術|4|0|0|0|0||0||0|0|0|0|0|0
404|0|0|7|11||0|||肆虐人間的狂魔|5|0|0|0|0||0||0|0|0|0|0|0
405|0|0|7|11||0|||巨星的降臨 ‧ 水|13|0|0|0|0||0||0|0|0|0|0|0
406|0|0|7|11||0|||巨星的降臨 ‧ 火|13|0|0|0|0||0||0|0|0|0|0|0
407|0|0|7|11||0|||巨星的降臨 ‧ 木|13|0|0|0|0||0||0|0|0|0|0|0
408|0|0|7|11||0|||巨星的降臨 ‧ 光|13|0|0|0|0||0||0|0|0|0|0|0
409|0|0|7|11||0|||巨星的降臨 ‧ 暗|13|0|0|0|0||0||0|0|0|0|0|0
415|0|0|7|11||0|||跨越遠洋的旅程．水|1|0|0|0|0||0||0|0|0|0|0|0
416|0|0|7|11||0|||跨越遠洋的旅程．火|8|0|0|0|0||0||0|0|0|0|0|0
417|0|0|7|11||0|||跨越遠洋的旅程．木|3|0|0|0|0||0||0|0|0|0|0|0
418|0|0|7|11||0|||尋找意義的旅程．光|3|0|0|0|0||0||0|0|0|0|0|0
419|0|0|7|11||0|||尋找意義的旅程．暗|3|0|0|0|0||0||0|0|0|0|0|0
440|0|0|7|11||0|||藍洋霸主海龍王|11|0|0|0|0||0||0|0|0|0|0|0
441|0|0|7|11||0|||威靈顯赫三太子|11|0|0|0|0||0||0|0|0|0|0|0
442|0|0|7|11||0|||稱霸一方力牛王|11|0|0|0|0||0||0|0|0|0|0|0
443|0|0|7|11||0|||金剛不壞孫大聖|11|0|0|0|0||0||0|0|0|0|0|0
444|0|0|7|11||0|||禍國紅顏蘇美人|11|0|0|0|0||0||0|0|0|0|0|0
449|0|0|7|11||0|||烈士的決意|11|0|0|0|0||0||0|0|0|0|0|0
450|0|0|7|11||0|||道僧的剛毅|11|0|0|0|0||0||0|0|0|0|0|0
451|0|0|7|11||0|||仙將的執意|11|0|0|0|0||0||0|0|0|0|0|0
452|0|0|7|11||0|||仙人的迷惑|11|0|0|0|0||0||0|0|0|0|0|0
453|0|0|7|11||0|||仙道的狂傲|11|0|0|0|0||0||0|0|0|0|0|0
479|0|0|7|11||0|||力量的殿堂|7|0|0|0|0||0||0|0|0|0|0|0
484|0|0|7|11||0|||異體同心的讚頌|8|0|0|0|0||0||0|0|0|0|0|0
488|0|0|7|11||0|||十二星宮的覺悟|8|0|1|0|0||0||0|0|0|0|0|0
489|0|0|7|11||0|||受星靈眷顧的人|8|0|7|0|0||0||0|0|0|0|0|0
495|162|496|10|1||0|||始祖元素之力|19|0|0|0|0||0||0|0|0|0|0|-2019
496|495|497|10|1||0|||精獸的創造主|19|0|0|0|0||0||0|0|0|0|0|-2019
497|496|498|10|1||10|||生命的引導|19|0|0|0|0||0||0|0|0|0|0|-2019
498|497|499|11|1||0|||幻泉的記憶|20|0|0|0|0||0||0|0|0|0|0|-2020
499|498|500|11|1||0|||北域的湧流|20|0|0|0|0||0||0|0|0|0|0|-2020
500|499|528|11|1||8|||日夕神族|20|0|0|0|0||0||0|0|0|0|0|-2020
503|0|0|7|11||0|||女巫的南柯夢|12|0|0|0|0||0||0|0|0|0|0|0
504|0|0|7|11||0|||皇后的心事|12|0|0|0|0||0||0|0|0|0|0|0
505|0|0|7|11||0|||魔女的回憶|12|0|0|0|0||0||0|0|0|0|0|0
506|0|0|7|11||0|||偶遇針線之靈|3|0|0|0|0||0||0|0|0|0|0|0
507|0|0|7|11||0|||藥師大冒險|12|0|0|0|0||0||0|0|0|0|0|0
508|0|0|7|11||0|||船長的復仇|12|0|0|0|0||0||0|0|0|0|0|0
509|0|0|7|11||0|||皇后的自信|12|0|0|0|0||0||0|0|0|0|0|0
510|0|0|7|11||0|||公爵的機智|1|0|0|0|0||0||0|0|0|0|0|0
511|0|0|7|11||0|||侯爵的幻象|2|0|0|0|0||0||0|0|0|0|0|0
512|0|0|7|11||0|||飛進星光的鳥|3|0|0|0|0||0||0|0|0|0|0|0
513|0|0|7|11||0|||傾聽者的自由|4|0|0|0|0||0||0|0|0|0|0|0
514|0|0|7|11||0|||故友的陰謀|5|0|0|0|0||0||0|0|0|0|0|0
515|0|0|7|11||0|||無垢的翅膀|4|0|0|0|0||0||0|0|0|0|0|0
516|0|0|7|11||0|||霧刃之劍|5|0|0|0|0||0||0|0|0|0|0|0
518|0|0|7|11||0|||十二星宮的覺悟|8|0|2|0|0||0||0|0|0|0|0|0
519|0|0|7|11||0|||十二星宮的覺悟|8|0|3|0|0||0||0|0|0|0|0|0
520|0|0|7|11||0|||十二星宮的覺悟|8|0|4|0|0||0||0|0|0|0|0|0
521|0|0|7|11||0|||十二星宮的覺悟|8|0|5|0|0||0||0|0|0|0|0|0
522|0|0|7|11||0|||十二星宮的覺悟|8|0|6|0|0||0||0|0|0|0|0|0
523|0|0|7|11||0|||受星靈眷顧的人|8|0|8|0|0||0||0|0|0|0|0|0
524|0|0|7|11||0|||受星靈眷顧的人|8|0|9|0|0||0||0|0|0|0|0|0
525|0|0|7|11||0|||受星靈眷顧的人|8|0|10|0|0||0||0|0|0|0|0|0
526|0|0|7|11||0|||受星靈眷顧的人|8|0|11|0|0||0||0|0|0|0|0|0
527|0|0|7|11||0|||受星靈眷顧的人|8|0|12|0|0||0||0|0|0|0|0|0
528|500|529|12|1||0|||古神的教導|21|0|0|0|0||0||0|0|0|0|0|-2021
529|528|530|12|1||0|||團結起來的人族|21|0|0|0|0||0||0|0|0|0|0|-2021
530|529|531|12|1||6|||命運的考驗|21|0|0|0|0||0||0|0|0|0|0|-2021
531|530|532|13|1||0|||元素與靈獸|22|0|0|0|0||0||0|0|0|0|0|-2022
532|531|533|13|1||0|||眾仙的戰鬥|22|0|0|0|0||0||0|0|0|0|0|-2022
533|532|534|13|1||5|||存在的價值|22|0|0|0|0||0||0|0|0|0|0|-2022
534|533|535|14|1||0|||尋找居處的旅程|19|0|0|0|0||0||0|0|0|0|0|-2019
535|534|536|14|1||0|||嚮往的理想鄉|19|0|0|0|0||0||0|0|0|0|0|-2019
536|535|537|14|1||9|||潛藏的真相|19|0|0|0|0||0||0|0|0|0|0|-2019
537|536|806|15|1||1|||激戰的先兆|23|0|0|0|0||0||0|0|0|0|0|829
564|0|0|9|1||0|||狹縫之門 ‧ 精華靈魂石|7|0|13|400|1||0||0|0|0|0|102|0
565|0|0|7|11||0|||祭司的崎路|4|0|0|0|0||0||0|0|0|0|0|0
566|0|0|7|11||0|||皇女的末途|4|0|0|0|0||0||0|0|0|0|0|0
567|0|0|7|11||0|||女皇的過渡|4|0|0|0|0||0||0|0|0|0|0|0
570|0|0|7|11||0|||魔獸的傳說|3|0|0|0|0||0||0|0|0|0|0|0
571|0|0|9|1||0|||狹縫之門 ‧ 星靈|8|0|13|400|1||0||0|0|0|0|303|0
572|0|0|9|1||0|||成長的秘密|7|0|13|400|0||0||0|0|0|0|501|0
577|0|0|7|11||0|||孤高奮戰的勇士|1|0|0|0|0||0||0|0|0|0|0|0
578|0|0|7|11||0|||無人理解的智者|2|0|0|0|0||0||0|0|0|0|0|0
579|0|0|7|11||0|||身陷命運的首領|3|0|0|0|0||0||0|0|0|0|0|0
580|0|0|7|11||0|||日光輝煌的翅膀|4|0|0|0|0||0||0|0|0|0|0|0
581|0|0|7|11||0|||月夜祈福的祭司|5|0|0|0|0||0||0|0|0|0|0|0
582|0|0|7|11||0|||湛藍機偶的憶念|1|0|0|0|0||0||0|0|0|0|0|0
583|0|0|7|11||0|||機偶的算式|2|0|0|0|0||0||0|0|0|0|0|0
584|0|0|7|11||0|||鐵偶的內在|3|0|0|0|0||0||0|0|0|0|0|0
585|0|0|7|11||0|||機偶之心|4|0|0|0|0||0||0|0|0|0|0|0
586|0|0|7|11||0|||睿智學士的經歷|5|0|0|0|0||0||0|0|0|0|0|0
588|0|0|7|11||0|||巨星的錘鍊．水|13|0|0|0|0||0||0|0|0|0|0|0
589|0|0|7|11||0|||巨星的錘鍊．火|13|0|0|0|0||0||0|0|0|0|0|0
590|0|0|7|11||0|||巨星的錘鍊．木|13|0|0|0|0||0||0|0|0|0|0|0
591|0|0|7|11||0|||巨星的錘鍊 ‧ 光|13|0|0|0|0||0||0|0|0|0|0|0
592|0|0|7|11||0|||巨星的錘鍊．暗|13|0|0|0|0||0||0|0|0|0|0|0
593|0|0|7|11||0|||水與火的協調|1|0|0|0|0||0||0|0|0|0|0|0
594|0|0|7|11||0|||火與木的交錯|2|0|0|0|0||0||0|0|0|0|0|0
595|0|0|7|11||0|||水與木的共融|3|0|0|0|0||0||0|0|0|0|0|0
596|0|0|7|11||0|||光與暗的合唱|8|0|0|0|0||0||0|0|0|0|0|0
597|0|0|7|11||0|||暗與光的共舞|8|0|0|0|0||0||0|0|0|0|0|0
631|0|0|7|11||0|||天之痕 ‧ 水|18|0|0|0|0||0||0|0|0|0|0|0
632|0|0|7|11||0|||天之痕 ‧ 火|18|0|0|0|0||0||0|0|0|0|0|0
633|0|0|7|11||0|||天之痕 ‧ 木|18|0|0|0|0||0||0|0|0|0|0|0
634|0|0|7|11||0|||蒼之濤 ‧ 光|18|0|0|0|0||0||0|0|0|0|0|0
635|0|0|7|11||0|||雲和山的彼端 ‧ 暗|18|0|0|0|0||0||0|0|0|0|0|0
636|0|0|7|11||0|||穹之扉 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
637|0|0|7|11||0|||一劍淩雲山海情 ‧ 火|3|0|0|0|0||0||0|0|0|0|0|0
638|0|0|7|11||0|||一劍淩雲山海情 ‧ 木|18|0|0|0|0||0||0|0|0|0|0|0
639|0|0|7|11||0|||天之痕 ‧ 光|18|0|0|0|0||0||0|0|0|0|0|0
640|0|0|7|11||0|||漢之雲 ‧ 暗|18|0|0|0|0||0||0|0|0|0|0|0
641|0|0|7|11||0|||穹之扉 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
650|0|0|7|11||0|||夥伴的強化 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
651|0|0|7|11||0|||夥伴的強化 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
652|0|0|7|11||0|||夥伴的強化 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
653|0|0|7|11||0|||夥伴的強化 ‧ 光|4|0|0|0|0||0||0|0|0|0|0|0
654|0|0|7|11||0|||夥伴的強化 ‧ 暗|5|0|0|0|0||0||0|0|0|0|0|0
655|0|0|7|11||0|||尋找使命的旅程 ‧ 水|1|0|0|0|0||0||0|0|0|0|0|0
656|0|0|7|11||0|||尋找使命的旅程 ‧ 火|2|0|0|0|0||0||0|0|0|0|0|0
657|0|0|7|11||0|||尋找使命的旅程 ‧ 木|3|0|0|0|0||0||0|0|0|0|0|0
658|0|0|7|11||0|||傲歷千年的神族|8|0|0|0|0||0||0|0|0|0|0|0
678|0|0|7|11||0|||神力的解封|8|0|0|0|0||0||0|0|0|0|0|0
679|0|0|7|11||0|||融化寒冰的心|15|0|0|0|0||0||0|0|0|0|0|0
680|0|0|7|11||0|||擺脫操控的心|15|0|0|0|0||0||0|0|0|0|0|0
681|0|0|7|11||0|||不會屈服的心|15|0|0|0|0||0||0|0|0|0|0|0
682|0|0|7|11||0|||永恆不變的心|15|0|0|0|0||0||0|0|0|0|0|0
683|0|0|7|11||0|||不再孤寂的心|15|0|0|0|0||0||0|0|0|0|0|0
684|0|0|7|11||0|||黃昏的幻境|27|0|0|0|0||0||0|0|0|0|0|0
