10|1|2|1|3|3|3|2|2.0|2.5|15|2|2|5|82|300|240|200|100|11|2|4000|238|421|104|184|32|64|808|269|79|16|40|0|11|248|243|264|0|0|10|-10|2|1.00|0|0|||0|0||||0|0|0|0|9|0|0||16|1|1|0|0||0|0
11|1|3|1|3|4|4|4|4.0|4.0|35|3|2|6|82|500|480|300|100|22|4|16000|498|925|218|405|67|141|3232|1077|158|32|160|0|12|253|258|267|264|265|0|-15|4|1.00|0|0|||0|0||||0|0|0|0|10|0|0||16|1|1|0|0||0|0
12|1|4|1|3|5|5|9|6.0|4.0|99|6|2|6|106|900|870|400|100|45|7|0|967|2176|424|953|130|340|12961|4320|315|63|310|0|410|429|258|258|269|266|0|-5|5|1.00|0|1|||0|0||||0|0|0|0|11|0|0||16|1|1|0|0||0|0
13|1|1|1|4|2|2|1|2.0|2.5|5|1|2|7|83|150|120|100|100|6|1|1000|79|134|39|66|13|25|202|67|41|8|19|0|14|264|0|0|0|0|10|-5|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||17|1|1|0|0||0|0
14|1|2|1|4|3|3|2|2.0|2.5|15|2|2|7|83|300|240|200|100|11|2|4000|215|380|105|186|35|70|812|271|81|16|39|0|15|249|244|264|0|0|15|-5|2|1.00|0|0|||0|0||||0|0|0|0|13|0|0||17|1|1|0|0||0|0
15|1|3|1|4|4|4|4|3.0|4.0|35|3|2|8|83|500|480|300|100|22|4|16000|449|834|221|410|74|156|3248|1083|162|32|154|0|16|254|259|267|264|265|0|-5|4|1.00|0|0|||0|0||||0|0|0|0|14|0|0||17|1|1|0|0||0|0
16|1|4|1|4|5|5|9|6.0|4.0|99|6|2|8|107|900|870|400|100|45|7|0|871|1960|428|963|143|374|13024|4341|325|65|299|0|411|429|259|259|269|266|10|-5|4|1.00|0|1|||0|0||||0|0|0|0|15|0|0||17|1|1|0|0||0|0
17|1|1|1|5|2|2|1|2.0|2.5|5|1|2|9|84|150|120|100|100|6|1|1000|74|126|46|78|12|23|200|67|41|8|19|0|18|264|0|0|0|0|25|-5|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||18|1|1|0|0||0|0
18|1|2|1|5|3|3|2|2.0|2.5|15|2|2|9|84|300|240|200|100|11|2|4000|202|357|124|220|32|64|804|268|82|16|39|0|19|250|245|264|0|0|25|-5|2|1.00|0|0|||0|0||||0|0|0|0|17|0|0||18|1|1|0|0||0|0
19|1|3|1|5|4|4|4|4.0|4.0|35|3|2|10|84|500|480|300|100|22|4|16000|422|784|260|483|66|140|3216|1072|163|33|155|0|20|255|260|267|264|265|-15|0|4|1.00|0|0|||0|0||||0|0|0|0|18|0|0||18|1|1|0|0||0|0
20|1|4|1|5|5|5|9|6.0|4.0|99|6|2|10|108|900|870|400|100|45|7|0|819|1843|505|1137|129|337|12897|4299|326|65|301|0|412|429|260|260|269|266|0|-5|5|1.00|0|1|||0|0||||0|0|0|0|19|0|0||18|1|1|0|0||0|0
21|2|1|4|1|2|2|1|2.0|2.0|10|1|3|40|55|150|120|100|100|5|1|1000|125|309|48|94|6|7|251|84|74|15|10|0|22|241|261|0|0|0|0|-30|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||1|1|1|0|0||0|0
22|2|2|4|1|3|3|2|2.5|2.5|15|2|3|40|55|300|240|200|100|10|2|4000|340|616|130|198|17|18|1007|336|147|29|30|0|23|246|261|261|268|0|0|-10|3|1.00|0|0|||0|0||||0|0|0|0|21|0|0||1|1|1|0|0||0|0
23|2|3|4|1|4|4|4|4.0|4.0|35|4|3|40|55|500|480|400|100|19|3|16000|711|1354|272|431|36|39|4026|1342|294|59|141|0|24|251|256|268|262|269|0|0|5|1.00|0|0|||0|0||||0|0|0|0|22|0|0||1|1|1|0|0||0|0
24|2|4|4|1|5|5|9|5.0|4.0|99|5|3|77|55|900|870|500|100|38|7|0|1380|3199|528|979|70|78|16132|5377|588|118|283|0|511|503|256|269|262|263|0|0|5|1.00|0|1|||0|0||||0|0|0|0|23|0|0||1|1|1|0|0||0|0
25|2|1|2|2|2|2|1|2.0|2.0|10|1|3|36|61|150|120|100|100|5|1|1000|104|260|47|106|11|29|247|82|77|15|10|0|26|242|267|0|0|0|0|-20|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||1|1|1|0|0||0|0
26|2|2|2|2|3|3|2|2.5|2.5|15|2|3|36|61|300|240|200|100|10|2|4000|282|515|127|216|31|58|987|329|153|31|30|0|27|247|267|267|268|0|0|-10|4|1.00|0|0|||0|0||||0|0|0|0|25|0|0||1|1|1|0|0||0|0
27|2|3|2|2|4|4|4|4.0|4.0|35|4|3|36|61|500|480|400|100|19|3|16000|589|1133|267|475|64|128|3946|1315|306|61|139|0|28|252|257|265|268|269|0|0|5|1.00|0|0|||0|0||||0|0|0|0|26|0|0||1|1|1|0|0||0|0
28|2|4|2|2|5|5|9|5.0|4.0|99|5|3|75|61|900|870|500|100|38|7|0|1144|2684|517|1105|125|305|15812|5271|612|122|277|0|512|502|257|266|268|269|0|0|5|1.00|0|1|||0|0||||0|0|0|0|27|0|0||1|1|1|0|0||0|0
29|2|1|2|3|2|2|1|2.0|2.0|10|1|3|35|31|150|120|100|100|5|1|1000|114|285|41|92|12|31|253|84|74|15|10|0|30|243|267|0|0|0|0|-25|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||1|1|1|0|0||0|0
30|2|2|2|3|3|3|2|2.5|2.5|15|2|3|35|31|300|240|200|100|10|2|4000|310|566|110|187|32|61|1012|337|148|30|30|0|31|248|267|267|268|0|0|-20|4|1.00|0|0|||0|0||||0|0|0|0|29|0|0||1|1|1|0|0||0|0
31|2|3|2|3|4|4|4|4.0|4.0|35|4|3|35|31|500|480|400|100|19|3|16000|648|1246|230|409|68|135|4046|1349|296|59|140|0|32|253|253|265|268|269|0|-25|5|1.00|0|0|||0|0||||0|0|0|0|30|0|0||1|1|1|0|0||0|0
32|2|4|2|3|5|5|9|5.0|4.0|99|5|3|74|31|900|870|500|100|38|7|0|1257|2949|446|952|132|322|16212|5404|591|118|280|0|513|502|258|266|268|269|0|-25|5|1.00|0|1|||0|0||||0|0|0|0|31|0|0||1|1|1|0|0||0|0
33|2|1|2|4|2|2|1|2.0|2.0|10|1|3|34|33|150|120|100|100|5|1|1000|103|257|41|93|13|34|254|85|76|15|10|0|34|244|267|0|0|0|0|-25|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||1|1|1|0|0||0|0
34|2|2|2|4|3|3|2|2.5|2.5|15|2|3|34|33|300|240|200|100|10|2|4000|279|510|111|189|36|68|1017|339|152|30|29|0|35|249|267|267|268|0|0|-15|4|1.00|0|0|||0|0||||0|0|0|0|33|0|0||1|1|1|0|0||0|0
35|2|3|2|4|4|4|4|4.0|4.0|35|4|3|34|33|500|480|400|100|19|3|16000|583|1122|232|413|74|148|4066|1355|305|61|135|0|36|254|259|265|268|269|0|-15|5|1.00|0|0|||0|0||||0|0|0|0|34|0|0||1|1|1|0|0||0|0
36|2|4|2|4|5|5|9|5.0|4.0|99|5|3|73|352|900|870|500|100|38|7|0|1030|2416|409|874|131|321|16291|5430|609|122|270|0|514|502|259|266|268|269|0|-20|6|1.00|0|1|||0|0||||0|0|0|0|35|0|0||1|1|1|0|0||0|0
37|2|1|2|5|2|2|1|2.0|2.0|10|1|3|34|63|150|120|100|100|5|1|1000|88|220|44|100|11|28|251|84|77|15|10|0|38|245|267|0|0|0|0|-20|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||1|1|1|0|0||0|0
38|2|2|2|5|3|3|2|2.5|2.5|15|2|3|34|63|300|240|200|100|10|2|4000|238|435|119|202|29|55|1007|336|153|31|29|0|39|250|267|267|268|0|0|-10|4|1.00|0|0|||0|0||||0|0|0|0|37|0|0||1|1|1|0|0||0|0
39|2|3|2|5|4|4|4|4.0|4.0|35|4|3|34|63|500|480|400|100|19|3|16000|499|960|249|443|61|121|4026|1342|306|61|136|0|40|255|260|265|268|269|0|-20|5|1.00|0|0|||0|0||||0|0|0|0|38|0|0||1|1|1|0|0||0|0
40|2|4|2|5|5|5|9|5.0|4.0|99|5|3|73|63|900|870|500|100|38|7|0|968|2271|484|1033|118|289|16132|5377|612|122|272|0|515|502|260|266|268|269|0|-20|5|1.00|0|1|||0|0||||0|0|0|0|39|0|0||1|1|1|0|0||0|0
41|3|2|4|1|3|3|2|1.5|2.0|15|2|3|12|2|280|210|200|100|11|2|4000|371|672|142|217|6|7|1766|589|255|51|10|0|42|246|261|261|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||67|1|1|0|0||0|0
42|3|3|4|1|4|4|5|3.0|3.0|50|4|3|385|2|470|390|500|100|21|3|16000|776|1778|297|545|13|15|7055|2352|353|71|152|0|43|251|256|268|262|263|0|-15|4|1.00|0|0|||0|0||||0|0|0|0|41|0|0||67|1|1|0|0||0|0
43|3|4|4|1|5|5|9|5.0|4.0|99|8|3|390|413|860|720|800|100|42|7|0|1505|3489|576|1068|26|30|28224|9408|490|98|556|0|1316|1494|256|262|263|263|0|-30|5|1.00|0|1|||0|0||||0|0|0|0|42|0|0||67|1|1|0|0||0|0
44|3|2|4|2|3|3|2|1.5|2.0|15|2|3|14|6|280|210|200|100|11|2|4000|390|706|152|232|6|7|1732|577|265|53|10|0|45|247|261|261|0|0|5|-5|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||68|1|1|0|0||0|0
45|3|3|4|2|4|4|5|3.0|3.0|50|4|3|386|6|470|390|500|100|21|3|16000|816|1870|317|583|12|14|6915|2305|367|73|149|0|46|252|257|268|262|263|0|-10|3|1.00|0|0|||0|0||||0|0|0|0|44|0|0||68|1|1|0|0||0|0
46|3|4|4|2|5|5|9|4.0|4.0|99|8|3|391|414|860|720|800|100|42|7|0|1584|3672|616|1142|23|26|27666|9222|510|102|545|0|1317|1494|257|262|263|263|0|-30|5|1.00|0|1|||0|0||||0|0|0|0|45|0|0||68|1|1|0|0||0|0
47|3|2|4|3|3|3|2|1.5|2.0|15|2|3|16|10|280|210|200|100|11|2|4000|429|777|131|200|6|7|1775|592|256|51|10|0|48|248|261|261|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||69|1|1|0|0||0|0
48|3|3|4|3|4|4|5|3.0|3.0|50|4|3|387|10|470|390|500|100|21|3|16000|897|2056|273|502|12|14|7090|2363|355|71|150|0|49|253|258|268|262|263|0|-15|4|1.00|0|0|||0|0||||0|0|0|0|47|0|0||69|1|1|0|0||0|0
49|3|4|4|3|5|5|9|5.0|4.0|99|8|3|392|415|860|720|800|100|42|7|0|1741|4036|530|983|24|28|28364|9455|493|99|550|0|1318|1494|258|262|263|263|0|-40|6|1.00|0|1|||0|0||||0|0|0|0|48|0|0||69|1|1|0|0||0|0
50|3|2|4|4|3|3|2|1.5|2.0|15|2|3|18|14|280|210|200|100|11|2|4000|386|699|132|201|6|7|1784|595|264|53|10|0|51|249|261|261|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||70|1|1|0|0||0|0
51|3|3|4|4|4|4|5|3.0|4.0|50|4|3|388|14|470|390|500|100|21|3|16000|808|1852|276|507|14|16|7125|2375|365|73|145|0|52|254|259|268|262|263|0|0|3|1.00|0|0|||0|0||||0|0|0|0|50|0|0||70|1|1|0|0||0|0
52|3|4|4|4|5|5|9|5.0|4.0|99|8|3|393|416|860|720|800|100|42|7|0|1568|3635|536|994|26|30|28504|9501|508|102|531|0|1319|1494|259|262|263|263|-5|-10|5|1.00|0|1|||0|0||||0|0|0|0|51|0|0||70|1|1|0|0||0|0
53|3|2|4|5|3|3|2|1.5|2.0|15|2|3|20|18|280|210|200|100|11|2|4000|363|657|156|238|6|7|1766|589|265|53|10|0|54|250|261|261|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||71|1|1|0|0||0|0
54|3|3|4|5|4|4|5|3.0|4.0|50|4|3|389|18|470|390|500|100|21|3|16000|759|1740|326|599|12|14|7055|2352|367|73|146|0|55|255|260|268|262|263|0|0|3|1.00|0|0|||0|0||||0|0|0|0|53|0|0||71|1|1|0|0||0|0
55|3|4|4|5|5|5|9|5.0|4.0|99|8|3|394|417|860|720|800|100|42|7|0|1474|3417|633|1174|24|28|28224|9408|510|102|534|0|1320|1494|260|262|263|263|0|-40|5|1.00|0|1|||0|0||||0|0|0|0|54|0|0||71|1|1|0|0||0|0
56|4|1|3|1|2|2|1|1.4|1.9|15|3|3|37|21|210|370|200|100|16|3|1000|79|231|42|122|34|104|80|27|25|5|15|30|57|241|264|0|0|0|5|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
57|4|2|3|1|3|3|4|1.9|2.9|50|4|3|37|55|350|870|300|100|18|3|4000|214|722|113|380|93|327|623|208|223|45|30|140|451|241|241|241|246|246|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|56|0|0||0|1|0|0|0||0|0
58|4|1|3|2|2|2|1|1.4|1.9|15|3|3|37|23|210|370|200|100|16|3|1000|83|243|44|130|30|92|78|26|26|5|15|0|59|242|264|0|0|0|5|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
59|4|2|3|2|3|3|4|1.9|2.9|50|4|3|37|56|350|870|300|100|18|3|4000|225|759|120|406|82|290|611|204|233|47|30|0|452|242|242|242|247|247|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|58|0|0||0|1|0|0|0||0|0
60|4|1|3|3|2|2|1|1.4|1.9|15|3|3|37|25|210|370|200|100|16|3|1000|91|267|38|112|32|98|80|27|25|5|15|0|61|243|264|0|0|0|5|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
61|4|2|3|3|3|3|4|1.9|2.9|50|4|3|37|57|350|870|300|100|18|3|4000|248|835|104|350|87|306|626|209|225|45|30|0|453|243|243|243|248|248|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|60|0|0||0|1|0|0|0||0|0
62|4|1|3|4|2|2|1|1.4|1.9|15|3|3|37|27|210|370|200|100|16|3|1000|82|241|39|114|35|107|81|27|25|5|14|0|63|244|264|0|0|0|5|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
63|4|2|3|4|3|3|4|1.9|2.9|50|4|3|37|58|350|870|300|100|18|3|4000|223|752|105|354|95|336|629|210|231|46|29|0|454|244|244|244|249|249|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|62|0|0||0|1|0|0|0||0|0
64|4|1|3|5|2|2|1|1.4|1.9|15|3|3|37|29|210|370|200|100|16|3|1000|77|226|46|134|32|97|80|27|26|5|15|0|65|245|264|0|0|0|5|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
65|4|2|3|5|3|3|4|1.9|2.9|50|4|3|37|59|350|870|300|100|18|3|4000|210|707|124|418|86|303|623|208|233|47|29|0|455|245|245|245|250|250|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|64|0|0||0|1|0|0|0||0|0
66|5|1|3|1|2|2|1|1.9|2.0|15|1|2|21|34|490|430|100|100|13|3|1000|61|178|32|94|51|155|212|71|39|8|3|0|67|241|241|0|0|0|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
67|5|2|3|1|3|3|4|2.5|2.5|50|2|2|21|35|800|1100|200|100|24|3|4000|165|556|87|293|137|484|1691|564|108|22|61|0|334|241|241|246|251|256|10|-10|3|1.00|0|0|||0|0||||0|0|0|0|66|0|0||0|1|0|0|0||0|0
68|5|1|3|2|2|2|1|1.9|2.0|15|1|2|23|34|490|430|100|100|13|3|1000|64|187|34|100|45|137|208|69|41|8|3|0|69|242|242|0|0|0|0|0|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
69|5|2|3|2|3|3|4|2.5|2.5|50|2|2|23|35|800|1100|200|100|24|3|4000|173|584|93|313|122|430|1657|552|112|22|59|0|335|242|242|247|252|257|0|0|3|1.00|0|0|||0|0||||0|0|0|0|68|0|0||0|1|0|0|0||0|0
70|5|1|3|3|2|2|1|1.9|2.0|15|1|2|25|34|490|430|100|100|13|3|1000|70|206|29|86|47|144|213|71|39|8|3|0|71|243|243|0|0|0|0|-10|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
71|5|2|3|3|3|3|4|2.5|2.5|50|2|2|25|35|800|1100|200|100|24|3|4000|190|642|80|269|128|452|1699|566|108|22|60|0|336|243|243|248|253|258|0|-20|4|1.00|0|0|||0|0||||0|0|0|0|70|0|0||0|1|0|0|0||0|0
72|5|1|3|4|2|2|1|1.9|2.0|15|1|2|27|34|490|430|100|100|13|3|1000|63|185|30|87|52|159|214|71|41|8|3|0|73|244|244|0|0|0|-10|-5|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
73|5|2|3|4|3|3|4|2.5|2.5|50|2|2|27|35|800|1100|200|100|24|3|4000|172|579|81|272|141|497|1707|569|112|22|58|0|337|244|244|249|254|259|0|-10|3|1.00|0|0|||0|0||||0|0|0|0|72|0|0||0|1|0|0|0||0|0
74|5|1|3|5|2|2|1|1.9|2.0|15|1|2|29|34|490|430|100|100|13|3|1000|60|175|35|103|47|143|212|71|41|8|3|0|75|245|245|0|0|0|0|-20|3|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
75|5|2|3|5|3|3|4|2.5|2.5|50|2|2|29|35|800|1100|200|100|24|3|4000|161|544|95|321|127|448|1691|564|112|22|58|0|338|245|245|250|255|260|0|-15|3|1.00|0|0|||0|0||||0|0|0|0|74|0|0||0|1|0|0|0||0|0
76|6|1|4|1|2|2|1|1.9|2.0|15|3|4|39|21|290|360|300|100|8|2|1000|151|482|52|127|3|4|227|76|123|25|2|0|77|241|261|0|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
77|6|2|4|1|3|3|4|2.5|2.5|50|5|4|39|22|420|810|400|100|16|3|4000|408|1510|142|390|8|10|1210|403|417|83|20|0|339|246|261|261|262|263|10|-15|3|1.00|0|0|||0|0||||0|0|0|0|76|0|0||0|1|0|0|0||0|0
78|6|1|4|2|2|2|1|1.9|2.0|15|3|4|39|23|290|360|300|100|8|2|1000|158|506|56|136|3|4|223|74|128|26|2|0|79|242|261|0|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
79|6|2|4|2|3|3|4|2.5|2.5|50|5|4|39|24|420|810|400|100|16|3|4000|429|1589|152|418|7|9|1186|395|434|87|20|0|340|247|261|261|262|263|10|-15|3|1.00|0|0|||0|0||||0|0|0|0|78|0|0||0|1|0|0|0||0|0
80|6|1|4|3|2|2|1|1.9|2.0|15|3|4|39|25|290|360|300|100|8|2|1000|174|556|48|117|3|4|228|76|123|25|2|0|81|243|261|0|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
81|6|2|4|3|3|3|4|2.5|2.5|50|5|4|39|26|420|810|400|100|16|3|4000|471|1746|131|360|8|10|1216|405|419|84|20|0|341|248|261|261|262|263|10|-15|3|1.00|0|0|||0|0||||0|0|0|0|80|0|0||0|1|0|0|0||0|0
82|6|1|4|4|2|2|1|1.9|2.0|15|3|4|39|27|290|360|300|100|8|2|1000|157|502|49|118|3|4|230|77|127|25|2|0|83|244|261|0|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
83|6|2|4|4|3|3|4|2.5|2.5|50|5|4|39|28|420|810|400|100|16|3|4000|425|1573|132|363|8|10|1222|407|431|86|19|0|342|249|261|261|262|263|10|-15|3|1.00|0|0|||0|0||||0|0|0|0|82|0|0||0|1|0|0|0||0|0
84|6|1|4|5|2|2|1|1.9|2.0|15|3|4|39|29|290|360|300|100|8|2|1000|147|471|58|140|3|4|227|76|128|26|2|0|85|245|261|0|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
85|6|2|4|5|3|3|4|2.5|2.5|50|5|4|39|30|420|810|400|100|16|3|4000|399|1478|156|429|8|10|1210|403|434|87|19|0|343|250|261|261|262|263|10|-15|3|1.00|0|0|||0|0||||0|0|0|0|84|0|0||0|1|0|0|0||0|0
86|7|1|1|1|2|2|1|1.9|2.5|15|2|1|31|88|300|900|100|100|14|3|1000|92|284|53|163|18|55|136|45|34|7|5|0|87|241|241|264|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
87|7|2|1|1|3|3|4|1.9|3.0|50|3|1|31|89|600|1800|300|100|15|3|4000|249|888|143|510|49|174|1090|363|84|17|10|0|456|251|256|262|265|266|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|86|0|0||0|1|0|0|0||0|0
88|7|1|1|2|2|2|1|1.9|2.5|15|2|1|31|90|300|900|100|100|14|3|1000|97|299|57|175|16|49|134|45|36|7|5|0|89|242|242|264|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
89|7|2|1|2|3|3|4|1.9|3.0|50|3|1|31|91|600|1800|300|100|15|3|4000|262|934|153|546|44|155|1068|356|88|18|10|0|457|252|257|262|265|266|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|88|0|0||0|1|0|0|0||0|0
90|7|1|1|3|2|2|1|1.9|2.5|15|2|1|31|92|300|900|100|100|14|3|1000|106|328|49|150|17|52|137|46|34|7|5|0|91|243|243|264|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
91|7|2|1|3|3|3|4|1.9|3.0|50|3|1|31|93|600|1800|300|100|15|3|4000|288|1027|132|470|46|163|1095|365|85|17|10|0|458|253|258|262|265|266|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|90|0|0||0|1|0|0|0||0|0
92|7|1|1|4|2|2|1|1.9|2.5|15|2|1|31|94|300|900|100|100|14|3|1000|96|296|49|152|19|57|138|46|36|7|5|0|93|244|244|264|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
93|7|2|1|4|3|3|4|1.9|3.0|50|3|1|31|95|600|1800|300|100|15|3|4000|260|926|133|475|50|178|1101|367|87|17|10|0|459|254|259|262|265|266|0|-15|2|1.00|0|0|||0|0||||0|0|0|0|92|0|0||0|1|0|0|0||0|0
94|7|1|1|5|2|2|1|1.9|2.5|15|2|1|31|96|300|900|100|100|14|3|1000|90|278|58|179|17|52|136|45|36|7|5|0|95|245|245|264|0|0|0|-10|2|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
95|7|2|1|5|3|3|4|1.9|3.0|50|3|1|31|97|600|1800|300|100|15|3|4000|244|870|157|561|45|161|1090|363|88|18|10|0|460|255|260|262|265|266|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|94|0|0||0|1|0|0|0||0|0
96|8|1|3|1|1|1|1|1.0|1.0|15|1|3|57|88|800|200|100|100|5|1|500|41|137|22|72|25|86|30|10|15|3|1|0|97|241|0|0|0|0|0|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
97|8|2|3|1|2|2|3|1.5|2.0|30|2|3|57|60|1200|300|600|100|8|2|2000|166|422|87|222|99|261|181|60|118|24|10|0|329|241|241|246|251|256|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|96|0|0||0|1|0|0|0||0|0
98|8|1|3|2|1|1|1|1.0|1.0|15|1|3|57|90|800|200|100|100|5|1|500|44|145|23|77|22|76|30|10|15|3|1|0|99|242|0|0|0|0|0|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
99|8|2|3|2|2|2|3|1.5|2.0|30|2|3|57|61|1200|300|600|100|8|2|2000|175|444|93|237|88|232|177|59|122|24|10|0|330|242|242|247|252|257|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|98|0|0||0|1|0|0|0||0|0
100|8|1|3|3|1|1|1|1.0|1.0|15|1|3|57|92|800|200|100|100|5|1|500|48|159|20|66|23|80|30|10|15|3|1|0|101|243|0|0|0|0|0|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
101|8|2|3|3|2|2|3|1.5|2.0|30|2|3|57|62|1200|300|600|100|8|2|2000|192|488|80|204|92|244|182|61|118|24|10|0|331|243|243|248|253|258|0|-5|2|1.00|0|0|||0|0||||0|0|0|0|100|0|0||0|1|0|0|0||0|0
102|8|1|3|4|1|1|1|1.0|1.0|15|1|3|57|94|800|200|100|100|5|1|500|43|143|20|67|25|87|31|10|15|3|1|0|103|244|0|0|0|0|0|-5|1|1.00|0|0|||0|0||||0|0|0|0|0|0|0||0|1|0|0|0||0|0
